policy_id,issue_age,gender,risk_class,product,face_amount,issue_date
1678,42,M,Preferred,Term10,143100,2019-09-14
1679,62,F,Standard,Term20,65600,2021-12-11
1680,46,M,Standard,Term10,21200,2020-04-27
1681,63,M,Standard,Term20,98800,2022-09-24
1682,25,F,Standard,Term10,20500,2022-01-22
1683,26,M,Preferred,Term10,36500,2020-09-27
1684,57,M,Standard,Term20,62900,2018-06-02
1685,39,F,Standard,Term20,271600,2023-09-20
1686,46,M,Standard,Term10,97700,2020-10-25
1687,42,F,Preferred,Term10,44800,2021-06-28
1688,41,M,Preferred,Term10,60900,2023-05-24
1689,63,M,Standard,Term20,104000,2021-09-23
1690,28,M,Standard,Term10,140500,2021-11-22
1691,56,M,Standard,Term10,51600,2020-05-04
1692,61,M,Standard,Term10,52500,2022-11-12
1693,51,F,Preferred,Term20,36400,2019-06-25
1694,41,M,Standard,Term10,89200,2020-11-18
1695,31,M,Standard,Term10,110800,2020-08-08
1696,52,F,Standard,Term20,18700,2018-09-21
1697,44,M,Standard,Term10,47200,2019-09-01
1698,31,M,Standard,Term20,28900,2019-10-12
1699,39,F,Standard,Term20,65500,2018-11-22
1700,64,F,Standard,Term10,28500,2022-05-22
1701,35,M,Standard,Term20,27100,2022-09-15
1702,32,M,Standard,Term20,117500,2023-09-08
1703,52,M,Preferred,Term10,54200,2018-08-14
1704,33,F,Standard,Term10,57800,2020-03-06
1705,62,M,Standard,Term20,77600,2021-06-27
1706,60,F,Standard,Term10,107200,2020-03-25
1707,65,M,Preferred,Term10,46600,2018-02-21
1708,62,M,Preferred,Term10,47200,2020-12-10
1709,34,F,Preferred,Term20,47300,2018-09-05
1710,33,M,Standard,Term20,114600,2018-07-02
1711,39,M,Preferred,Term20,57500,2022-06-11
1712,44,F,Standard,Term10,50300,2018-01-24
1713,61,F,Preferred,Term20,75700,2019-05-11
1714,55,M,Preferred,Term10,179600,2023-03-23
1715,51,F,Standard,Term20,62600,2023-07-05
1716,61,F,Standard,Term20,50900,2018-06-23
1717,51,F,Standard,Term10,192100,2020-12-03
1718,40,M,Standard,Term10,133000,2020-11-10
1719,41,F,Preferred,Term10,121900,2021-08-05
1720,46,M,Standard,Term10,44300,2022-11-17
1721,28,F,Preferred,Term20,41800,2018-04-06
1722,55,F,Preferred,Term10,19900,2020-02-01
1723,51,M,Standard,Term20,106800,2019-07-10
1724,54,F,Standard,Term10,62700,2023-01-01
1725,46,M,Standard,Term10,20300,2019-12-11
1726,57,M,Preferred,Term20,123100,2018-02-08
1727,63,F,Standard,Term10,48900,2021-11-27
1728,48,F,Standard,Term20,52700,2023-09-15
1729,43,F,Standard,Term20,24200,2022-03-13
1730,29,F,Preferred,Term10,80400,2018-07-17
1731,56,F,Standard,Term10,80900,2022-07-04
1732,62,M,Standard,Term10,58200,2019-09-04
1733,53,F,Preferred,Term20,46600,2018-06-05
1734,60,M,Standard,Term10,289500,2021-08-25
1735,60,M,Standard,Term20,29100,2022-05-21
1736,57,M,Standard,Term20,38800,2023-02-27
1737,45,M,Standard,Term10,91600,2021-09-23
1738,29,M,Standard,Term20,32600,2020-04-04
1739,25,F,Standard,Term10,31200,2021-04-05
1740,33,F,Preferred,Term10,118100,2019-04-24
1741,42,M,Standard,Term10,86100,2018-07-16
1742,55,M,Standard,Term20,80100,2020-09-18
1743,43,F,Standard,Term10,66800,2019-10-07
1744,25,M,Standard,Term20,39500,2018-08-15
1745,33,F,Preferred,Term10,51500,2022-05-26
1746,65,F,Preferred,Term20,57100,2023-12-14
1747,65,M,Preferred,Term20,99500,2022-06-20
1748,40,F,Preferred,Term20,77300,2023-02-21
1749,58,F,Preferred,Term10,34300,2020-10-26
1750,54,F,Standard,Term10,96200,2022-12-06
1751,63,M,Preferred,Term10,21900,2019-04-26
1752,61,F,Preferred,Term10,49400,2020-03-18
1753,50,F,Standard,Term20,30200,2018-05-24
1754,41,M,Standard,Term10,35800,2021-05-08
1755,50,F,Standard,Term10,190200,2020-03-04
1756,38,F,Standard,Term20,24800,2021-01-03
1757,39,M,Preferred,Term10,36600,2023-03-11
1758,49,M,Standard,Term20,81300,2018-04-16
1759,48,F,Standard,Term10,45200,2020-03-09
1760,48,M,Standard,Term10,65700,2020-03-08
1761,40,F,Preferred,Term20,141200,2022-12-23
1762,41,M,Standard,Term10,88700,2021-03-21
1763,25,F,Preferred,Term20,45200,2022-10-18
1764,49,F,Standard,Term10,55300,2023-07-19
1765,48,F,Standard,Term10,82300,2019-06-24
1766,63,F,Standard,Term10,87600,2020-10-07
1767,45,M,Standard,Term10,60600,2020-01-27
1768,44,M,Preferred,Term10,74300,2022-09-25
1769,27,F,Preferred,Term10,74400,2020-05-10
1770,33,F,Standard,Term10,56700,2022-10-10
1771,38,M,Standard,Term20,41600,2019-12-06
1772,40,F,Preferred,Term10,93500,2023-09-20
1773,39,F,Preferred,Term20,71300,2020-02-09
1774,41,M,Standard,Term10,17200,2023-12-08
1775,56,M,Preferred,Term20,36500,2020-10-19
1776,30,F,Standard,Term10,44900,2018-01-06
1777,38,F,Standard,Term10,53100,2019-03-04
1778,31,M,Preferred,Term10,123300,2020-12-25
1779,37,F,Preferred,Term10,409000,2018-11-02
1780,53,F,Preferred,Term10,13700,2022-05-26
1781,26,M,Standard,Term10,71900,2020-12-20
1782,38,M,Standard,Term20,62400,2022-06-10
1783,25,F,Preferred,Term10,53700,2023-11-16
1784,64,M,Standard,Term20,82900,2018-07-09
1785,54,M,Standard,Term10,65500,2019-08-12
1786,34,M,Standard,Term10,48200,2021-01-20
1787,33,F,Standard,Term10,60900,2023-12-26
1788,29,M,Standard,Term10,83600,2023-03-07
1789,44,F,Standard,Term20,79000,2019-03-15
1790,55,F,Preferred,Term10,67000,2019-06-25
1791,48,M,Standard,Term20,42200,2019-10-01
1792,61,M,Standard,Term10,325000,2020-10-01
1793,39,M,Standard,Term10,74300,2021-08-18
1794,36,M,Standard,Term10,94600,2020-11-04
1795,44,F,Standard,Term20,44100,2022-09-28
1796,33,F,Standard,Term10,67100,2020-02-04
1797,65,F,Standard,Term20,66800,2021-10-21
1798,32,F,Standard,Term10,19000,2021-04-09
1799,44,F,Standard,Term10,38900,2019-07-26
1800,46,F,Standard,Term20,38500,2018-08-25
1801,27,F,Standard,Term10,41800,2019-05-23
1802,44,M,Standard,Term20,31500,2022-05-18
1803,43,F,Preferred,Term10,61500,2022-04-07
1804,35,M,Preferred,Term20,138500,2018-04-04
1805,30,F,Standard,Term10,64800,2020-12-08
1806,26,M,Preferred,Term20,29500,2022-05-03
1807,25,F,Preferred,Term10,32300,2022-06-22
1808,44,F,Standard,Term20,47800,2018-09-09
1809,28,M,Standard,Term10,25600,2022-03-13
1810,64,F,Preferred,Term20,71900,2022-03-18
1811,35,F,Standard,Term20,134800,2018-03-20
1812,51,F,Standard,Term20,42400,2020-01-17
1813,52,M,Standard,Term10,62700,2018-06-21
1814,45,F,Standard,Term10,46300,2021-01-04
1815,61,F,Preferred,Term20,41000,2023-05-08
1816,29,M,Standard,Term10,67100,2019-07-22
1817,34,M,Standard,Term20,40200,2020-04-21
1818,35,F,Standard,Term10,36900,2021-04-18
1819,30,M,Standard,Term10,22700,2018-08-27
1820,37,M,Preferred,Term10,62200,2019-07-28
1821,37,F,Preferred,Term20,113600,2019-10-03
1822,56,M,Preferred,Term10,91500,2018-11-16
1823,37,M,Standard,Term10,146600,2022-03-26
1824,60,M,Standard,Term20,39900,2022-04-10
1825,56,M,Standard,Term10,99800,2018-07-02
1826,61,M,Standard,Term20,30900,2018-03-04
1827,29,F,Preferred,Term10,91600,2018-09-21
1828,65,F,Standard,Term10,160600,2023-01-26
1829,50,F,Standard,Term10,80700,2021-05-20
1830,65,M,Standard,Term10,162300,2021-12-02
1831,39,M,Preferred,Term20,41800,2018-09-12
1832,64,F,Standard,Term10,55200,2018-07-10
1833,49,M,Preferred,Term10,34600,2023-01-26
1834,27,F,Preferred,Term10,61100,2023-10-15
1835,41,M,Preferred,Term20,70400,2021-06-07
1836,30,F,Standard,Term20,60800,2018-11-16
1837,63,F,Standard,Term10,45000,2018-10-21
1838,37,F,Standard,Term10,44600,2023-12-17
1839,34,M,Preferred,Term10,73700,2021-02-12
1840,47,M,Preferred,Term20,54400,2019-11-21
1841,42,F,Standard,Term10,30000,2018-09-09
1842,28,M,Standard,Term10,19200,2021-04-04
1843,58,F,Standard,Term20,41900,2023-11-25
1844,59,M,Standard,Term10,26100,2023-07-21
1845,55,F,Standard,Term20,36300,2022-08-21
1846,50,M,Standard,Term10,46400,2018-12-25
1847,41,F,Preferred,Term20,54800,2022-07-20
1848,47,F,Standard,Term10,40200,2022-08-01
1849,46,F,Standard,Term10,223000,2023-11-24
1850,31,M,Standard,Term10,28100,2018-10-02
1851,28,M,Standard,Term10,123700,2023-08-20
1852,35,M,Preferred,Term20,54300,2022-11-28
1853,43,F,Standard,Term10,40400,2022-11-12
1854,31,M,Standard,Term10,85200,2018-08-09
1855,29,F,Standard,Term20,45600,2023-02-26
1856,59,M,Standard,Term10,36900,2018-09-13
1857,40,M,Preferred,Term20,175200,2019-04-26
1858,48,F,Standard,Term20,16000,2018-08-09
1859,46,M,Standard,Term10,51700,2019-05-06
1860,55,M,Standard,Term20,67100,2021-05-16
1861,55,F,Standard,Term20,139400,2023-12-11
1862,37,F,Standard,Term20,47100,2023-03-20
1863,59,F,Standard,Term10,295600,2018-02-09
1864,40,F,Preferred,Term10,94400,2023-08-22
1865,59,F,Standard,Term20,14500,2018-08-10
1866,41,F,Standard,Term10,25000,2022-12-10
1867,29,M,Standard,Term10,69000,2019-01-20
1868,56,M,Preferred,Term10,30100,2022-11-08
1869,26,M,Standard,Term20,83200,2020-11-08
1870,56,F,Preferred,Term20,45600,2023-03-16
1871,26,F,Standard,Term20,29200,2021-10-10
1872,33,M,Preferred,Term20,33600,2021-11-11
1873,49,F,Preferred,Term10,99800,2020-02-10
1874,63,M,Standard,Term20,17800,2019-01-18
1875,41,F,Standard,Term10,112100,2021-08-10
1876,29,F,Standard,Term10,114100,2021-08-18
1877,34,F,Preferred,Term10,49100,2018-11-07
1878,61,F,Preferred,Term20,25800,2018-12-26
1879,54,F,Standard,Term10,83600,2020-02-27
1880,29,M,Standard,Term10,44700,2022-12-01
1881,40,M,Standard,Term10,24100,2020-11-03
1882,35,F,Standard,Term10,188200,2020-08-03
1883,32,M,Standard,Term10,35200,2023-05-06
1884,59,M,Standard,Term10,24800,2019-08-23
1885,50,M,Standard,Term10,71000,2020-07-07
1886,32,F,Preferred,Term10,57500,2023-05-17
1887,51,F,Preferred,Term20,146100,2021-01-08
1888,41,F,Preferred,Term20,47700,2018-09-02
1889,27,F,Standard,Term20,48000,2019-04-03
1890,43,F,Preferred,Term10,73200,2023-03-27
1891,32,F,Standard,Term10,67500,2022-05-16
1892,35,F,Standard,Term10,68700,2023-01-19
1893,61,M,Standard,Term20,70500,2020-05-06
1894,54,F,Preferred,Term10,66100,2021-11-14
1895,30,M,Standard,Term10,46600,2018-09-19
1896,59,F,Preferred,Term20,98700,2022-01-22
1897,48,F,Preferred,Term20,48200,2021-04-19
1898,60,F,Preferred,Term10,97000,2018-08-17
1899,55,F,Preferred,Term20,137700,2023-12-18
1900,38,F,Preferred,Term10,39900,2020-06-11
1901,46,F,Standard,Term10,253400,2023-12-20
1902,46,M,Standard,Term10,39000,2023-01-09
1903,54,M,Preferred,Term20,39200,2020-11-21
1904,35,F,Standard,Term10,82800,2018-02-13
1905,38,F,Standard,Term20,78000,2018-09-17
1906,35,M,Preferred,Term10,62500,2019-02-14
1907,37,F,Standard,Term20,97800,2019-12-16
1908,31,F,Preferred,Term20,69700,2020-03-20
1909,26,F,Standard,Term20,206800,2023-05-08
1910,63,M,Preferred,Term20,58000,2022-08-14
1911,28,F,Standard,Term20,35900,2019-01-12
1912,61,M,Standard,Term20,43000,2022-07-01
1913,25,M,Preferred,Term10,79400,2018-04-24
1914,56,F,Standard,Term20,80100,2018-06-20
1915,38,F,Standard,Term10,67800,2021-04-02
1916,46,M,Standard,Term10,36000,2019-11-02
1917,36,M,Standard,Term10,116400,2020-06-26
1918,45,M,Standard,Term10,191400,2022-10-24
1919,43,F,Standard,Term10,60900,2020-01-21
1920,46,F,Preferred,Term10,177400,2019-09-20
1921,41,M,Standard,Term10,100700,2023-05-24
1922,46,M,Standard,Term20,226700,2019-08-17
1923,58,F,Standard,Term20,79500,2021-11-01
1924,42,M,Standard,Term10,65000,2018-09-13
1925,39,M,Standard,Term20,99300,2018-05-10
1926,30,M,Preferred,Term10,46200,2022-03-05
1927,39,F,Preferred,Term10,76400,2023-11-25
1928,30,M,Standard,Term20,133000,2018-04-19
1929,32,M,Preferred,Term20,97900,2023-01-26
1930,64,M,Standard,Term20,58800,2019-04-04
1931,28,M,Standard,Term10,67500,2023-01-28
1932,44,M,Preferred,Term10,94300,2021-09-17
1933,59,M,Standard,Term10,92500,2022-11-16
1934,64,M,Standard,Term20,93900,2018-06-06
1935,31,M,Preferred,Term10,73400,2018-08-18
1936,31,M,Standard,Term10,36500,2023-12-17
1937,40,F,Standard,Term10,40200,2018-12-20
1938,47,M,Standard,Term20,79000,2023-01-05
1939,64,F,Preferred,Term10,98600,2018-01-18
1940,33,F,Preferred,Term20,91200,2021-05-03
1941,31,F,Preferred,Term10,39900,2020-04-02
1942,35,F,Standard,Term10,54700,2020-02-14
1943,60,F,Preferred,Term10,29600,2022-02-04
1944,26,M,Standard,Term10,26000,2018-10-20
1945,40,M,Standard,Term20,62900,2020-03-14
1946,29,M,Standard,Term20,135300,2021-06-07
1947,31,F,Preferred,Term10,63600,2020-01-08
1948,62,F,Standard,Term10,188100,2019-08-14
1949,25,F,Standard,Term10,54300,2018-09-17
1950,38,F,Standard,Term20,61000,2021-08-23
1951,62,M,Standard,Term20,33000,2018-04-17
1952,49,M,Preferred,Term20,48600,2018-01-16
1953,27,M,Preferred,Term10,29300,2019-05-17
1954,44,M,Standard,Term10,23700,2022-10-17
1955,64,F,Preferred,Term20,29600,2018-02-10
1956,41,M,Standard,Term10,63000,2019-10-07
1957,46,F,Preferred,Term20,38500,2018-11-15
1958,46,F,Standard,Term20,44400,2021-08-04
1959,52,M,Standard,Term20,76600,2019-11-07
1960,32,F,Standard,Term20,23600,2018-04-05
1961,59,M,Standard,Term10,62900,2019-08-14
1962,65,F,Standard,Term20,99600,2019-09-28
1963,30,F,Standard,Term10,104900,2018-09-25
1964,58,M,Preferred,Term20,81600,2020-09-03
1965,58,F,Standard,Term10,58000,2021-03-23
1966,55,M,Standard,Term20,41200,2020-11-05
1967,40,F,Standard,Term20,57000,2020-09-26
1968,44,M,Standard,Term10,161500,2023-02-06
1969,59,M,Standard,Term10,70500,2019-08-04
1970,31,M,Standard,Term10,56200,2020-11-23
1971,58,M,Preferred,Term20,84000,2021-01-24
1972,62,M,Standard,Term20,61700,2018-11-12
1973,52,F,Preferred,Term10,68600,2023-04-16
1974,38,F,Standard,Term20,51600,2021-04-23
1975,47,F,Standard,Term20,46700,2022-06-24
1976,27,M,Standard,Term20,108800,2019-09-12
1977,63,M,Preferred,Term20,18600,2022-02-22
1978,39,F,Preferred,Term20,79800,2023-04-23
1979,27,M,Standard,Term20,45000,2021-10-23
1980,57,M,Standard,Term10,19100,2019-03-26
1981,51,M,Standard,Term20,33400,2022-05-24
1982,50,M,Standard,Term10,58600,2023-08-13
1983,27,M,Preferred,Term20,63600,2022-04-09
1984,55,F,Standard,Term20,93300,2021-01-28
1985,51,M,Standard,Term20,97200,2020-07-13
1986,57,F,Preferred,Term10,23700,2019-02-27
1987,58,M,Preferred,Term10,75100,2022-05-28
1988,33,M,Preferred,Term10,92700,2020-08-01
1989,33,F,Standard,Term20,68300,2019-09-04
1990,62,F,Standard,Term20,80900,2020-12-16
1991,46,M,Standard,Term10,18800,2018-11-03
1992,42,M,Standard,Term10,33100,2021-01-19
1993,36,F,Standard,Term20,135900,2021-06-01
1994,51,M,Standard,Term10,50600,2020-01-24
1995,55,F,Standard,Term10,227300,2022-10-12
1996,25,M,Standard,Term10,27800,2021-01-19
1997,47,F,Standard,Term20,153000,2020-10-14
1998,65,M,Standard,Term10,41500,2022-01-20
1999,36,F,Standard,Term20,100500,2018-02-20
2000,36,F,Standard,Term10,50100,2021-12-09
2001,61,M,Preferred,Term10,64200,2018-03-23
2002,27,M,Preferred,Term20,85600,2021-06-23
2003,41,F,Standard,Term20,41400,2018-07-09
2004,43,F,Standard,Term10,96800,2023-09-02
2005,57,M,Standard,Term20,51000,2018-12-13
2006,30,F,Standard,Term20,66600,2020-05-19
2007,42,F,Standard,Term20,12200,2021-08-22
2008,31,M,Preferred,Term10,48900,2020-12-06
2009,57,F,Standard,Term10,127800,2019-02-14
2010,50,M,Standard,Term10,90800,2019-06-22
2011,45,F,Preferred,Term20,101900,2023-04-15
2012,41,M,Standard,Term20,61800,2018-12-23
2013,31,F,Standard,Term10,163700,2022-08-19
2014,62,F,Standard,Term10,71200,2019-08-05
2015,51,F,Preferred,Term10,40300,2018-03-06
2016,38,F,Standard,Term10,100000,2020-12-23
2017,41,F,Standard,Term20,104100,2018-01-20
2018,54,F,Preferred,Term10,87400,2022-06-24
2019,54,F,Standard,Term20,47000,2022-09-09
2020,43,M,Preferred,Term10,70900,2019-11-02
2021,37,M,Standard,Term20,138100,2022-04-07
2022,52,M,Standard,Term20,79700,2022-05-13
2023,51,F,Standard,Term10,24700,2022-01-04
2024,49,F,Preferred,Term20,41100,2018-08-06
2025,27,M,Standard,Term20,39900,2018-03-05
2026,44,M,Standard,Term20,38100,2018-08-04
2027,50,F,Preferred,Term10,16900,2022-02-11
2028,63,F,Standard,Term10,186200,2019-06-23
2029,46,F,Preferred,Term10,35400,2021-06-11
2030,39,M,Preferred,Term20,37000,2020-07-09
2031,47,M,Standard,Term10,18700,2023-04-16
2032,32,M,Preferred,Term20,100700,2019-03-19
2033,28,F,Preferred,Term10,56700,2022-10-10
2034,52,F,Standard,Term20,48500,2018-11-01
2035,65,F,Preferred,Term10,50100,2023-04-09
2036,59,M,Preferred,Term10,85200,2021-06-03
2037,48,M,Preferred,Term10,44900,2019-02-05
2038,26,F,Standard,Term20,18200,2020-02-18
2039,65,F,Standard,Term20,27600,2022-05-06
2040,43,M,Standard,Term10,26700,2020-09-11
2041,36,F,Standard,Term10,70600,2018-09-11
2042,61,F,Standard,Term20,104600,2019-09-25
2043,55,M,Standard,Term10,144300,2023-02-05
2044,55,F,Preferred,Term10,22500,2020-01-03
2045,36,F,Standard,Term20,86900,2020-04-15
2046,65,F,Standard,Term10,41400,2019-04-18
2047,43,M,Standard,Term10,346000,2018-07-15
2048,46,F,Standard,Term10,137300,2019-08-20
2049,55,M,Preferred,Term20,166200,2023-03-25
2050,52,F,Preferred,Term10,96900,2021-10-18
2051,32,M,Standard,Term20,75300,2020-09-16
2052,37,F,Standard,Term10,47000,2021-04-20
2053,39,F,Preferred,Term20,41800,2022-08-06
2054,63,M,Standard,Term10,37000,2023-04-07
2055,54,M,Preferred,Term10,86700,2019-01-11
2056,40,M,Standard,Term10,152700,2022-09-22
2057,55,F,Standard,Term10,48300,2022-02-24
2058,55,F,Standard,Term10,38800,2018-03-16
2059,41,F,Preferred,Term20,24600,2023-04-18
2060,41,M,Preferred,Term20,69300,2019-11-23
2061,61,M,Preferred,Term20,125200,2022-08-07
2062,48,M,Standard,Term10,129000,2023-10-04
2063,31,F,Preferred,Term20,136900,2021-11-21
2064,54,F,Standard,Term10,76800,2019-11-04
2065,49,M,Standard,Term20,63200,2023-08-05
2066,45,M,Preferred,Term20,129200,2020-05-12
2067,54,F,Standard,Term10,30800,2022-05-22
2068,62,F,Preferred,Term10,46000,2022-02-11
2069,38,M,Standard,Term20,167100,2019-08-04
2070,42,F,Standard,Term10,31400,2021-08-04
2071,32,M,Standard,Term20,58600,2019-12-08
2072,51,M,Preferred,Term20,87400,2018-03-03
2073,41,M,Standard,Term10,62900,2022-10-10
2074,39,F,Preferred,Term10,119300,2019-04-03
2075,53,F,Standard,Term10,149600,2021-01-24
2076,41,M,Preferred,Term20,79800,2018-05-02
2077,44,F,Standard,Term10,137900,2021-12-06
2078,43,F,Standard,Term10,34300,2019-06-01
2079,35,F,Preferred,Term10,54500,2019-03-09
2080,30,F,Preferred,Term20,253500,2018-04-23
2081,58,M,Standard,Term20,192100,2023-09-17
2082,28,M,Standard,Term20,27800,2021-04-27
2083,38,M,Standard,Term20,59400,2021-03-18
2084,52,M,Preferred,Term20,65000,2020-03-12
2085,30,M,Preferred,Term20,76900,2023-01-27
2086,51,M,Preferred,Term10,128600,2018-09-06
2087,55,F,Preferred,Term10,180500,2020-04-04
2088,52,M,Preferred,Term20,61200,2018-04-10
2089,37,M,Standard,Term10,117400,2022-04-27
2090,25,M,Standard,Term10,88300,2023-09-23
2091,61,M,Preferred,Term20,59100,2022-11-16
2092,38,F,Standard,Term20,21600,2018-09-27
2093,58,F,Standard,Term10,110300,2022-07-19
2094,33,M,Standard,Term10,86100,2019-09-07
2095,31,F,Preferred,Term10,75600,2020-03-01
2096,56,F,Preferred,Term10,33200,2021-11-01
2097,63,F,Standard,Term10,194000,2020-08-24
2098,60,M,Preferred,Term10,65600,2019-12-09
2099,55,F,Standard,Term20,30200,2021-04-12
2100,35,F,Standard,Term10,27400,2019-02-11
2101,62,F,Preferred,Term10,89900,2022-09-03
2102,52,M,Preferred,Term20,91500,2018-04-01
2103,32,F,Preferred,Term10,45400,2022-03-21
2104,30,M,Preferred,Term10,79000,2023-10-20
2105,60,M,Preferred,Term10,89400,2022-07-07
2106,36,F,Standard,Term20,65100,2021-10-04
2107,56,F,Standard,Term10,39300,2020-03-15
2108,30,M,Preferred,Term10,106600,2021-01-03
2109,36,F,Preferred,Term10,99000,2021-05-09
2110,36,F,Standard,Term20,84200,2023-12-21
2111,36,F,Standard,Term20,36300,2018-08-05
2112,52,M,Standard,Term20,26900,2021-11-22
2113,62,M,Standard,Term20,62700,2021-11-25
2114,62,F,Preferred,Term10,104600,2019-11-06
2115,55,F,Standard,Term10,111800,2020-06-19
2116,33,F,Standard,Term10,85000,2020-03-22
2117,64,F,Preferred,Term10,45700,2018-11-15
2118,47,F,Standard,Term10,37000,2020-07-09
2119,47,F,Standard,Term10,59300,2019-04-28
2120,53,M,Standard,Term20,59600,2020-06-09
2121,56,F,Standard,Term20,116400,2019-10-07
2122,64,M,Standard,Term10,44900,2022-05-04
2123,48,F,Standard,Term10,47200,2023-10-26
2124,50,M,Standard,Term10,205500,2018-03-07
2125,55,F,Standard,Term10,151900,2019-04-04
2126,35,M,Standard,Term10,35300,2018-02-02
2127,37,M,Standard,Term10,144500,2020-11-09
2128,50,M,Preferred,Term10,30500,2020-11-19
2129,27,M,Standard,Term20,46100,2020-03-20
2130,38,F,Standard,Term10,49400,2018-07-24
2131,54,M,Preferred,Term10,57200,2023-10-19
2132,65,F,Standard,Term10,86800,2023-08-02
2133,46,F,Standard,Term10,63800,2023-08-24
2134,41,F,Preferred,Term10,86600,2020-04-08
2135,43,M,Standard,Term20,47000,2022-01-27
2136,53,M,Standard,Term10,74900,2018-12-10
2137,47,M,Preferred,Term10,62800,2021-11-01
2138,25,M,Preferred,Term20,26000,2021-12-11
2139,47,M,Standard,Term10,80000,2022-01-13
2140,41,F,Standard,Term10,63400,2022-09-24
2141,53,M,Standard,Term20,39000,2018-04-16
2142,60,M,Preferred,Term10,46400,2020-04-02
2143,64,M,Standard,Term20,47100,2020-05-02
2144,50,M,Standard,Term10,51700,2020-03-18
2145,39,M,Standard,Term20,172000,2021-08-03
2146,43,M,Preferred,Term10,209900,2022-08-15
2147,32,F,Standard,Term20,11700,2021-12-26
2148,63,F,Standard,Term20,80300,2019-10-24
2149,59,F,Standard,Term20,106200,2021-09-18
2150,60,F,Preferred,Term20,52600,2021-12-09
2151,38,F,Standard,Term20,104500,2019-06-15
2152,38,M,Preferred,Term10,161500,2021-01-03
2153,60,M,Standard,Term10,26300,2021-11-21
2154,47,M,Standard,Term10,64900,2022-05-04
2155,53,M,Standard,Term10,193700,2020-06-02
2156,45,M,Standard,Term10,28500,2023-05-18
2157,43,M,Standard,Term20,55900,2021-11-17
2158,50,M,Preferred,Term20,45800,2023-05-16
2159,58,F,Standard,Term20,112500,2018-09-14
2160,38,F,Preferred,Term10,122400,2018-09-17
2161,58,F,Standard,Term20,66000,2019-07-13
2162,35,M,Standard,Term20,61000,2022-07-04
2163,41,M,Standard,Term20,21300,2021-01-16
2164,62,F,Standard,Term20,140600,2022-11-02
2165,64,M,Standard,Term10,48400,2018-05-02
2166,62,M,Preferred,Term10,55000,2020-03-16
2167,37,M,Preferred,Term20,107300,2020-03-20
2168,59,M,Preferred,Term20,67400,2023-05-03
2169,63,F,Preferred,Term20,109300,2018-08-11
2170,65,F,Standard,Term20,86000,2023-07-27
2171,25,M,Standard,Term20,67700,2020-11-22
2172,55,M,Standard,Term20,72100,2022-10-23
2173,65,F,Preferred,Term20,30500,2019-05-19
2174,56,F,Standard,Term20,54800,2018-10-06
2175,34,F,Standard,Term10,114700,2022-09-11
2176,56,M,Preferred,Term10,34900,2019-11-17
2177,29,F,Standard,Term10,39000,2018-01-19
2178,44,F,Preferred,Term10,35300,2023-07-04
2179,50,F,Standard,Term20,65600,2019-08-28
2180,43,M,Preferred,Term20,138900,2023-03-27
2181,53,F,Preferred,Term10,83100,2020-08-02
2182,34,M,Standard,Term10,16200,2019-09-17
2183,49,M,Standard,Term10,88400,2020-02-05
2184,51,F,Standard,Term20,45900,2019-12-09
2185,50,F,Standard,Term20,81300,2023-12-25
2186,36,M,Standard,Term10,54700,2021-04-20
2187,37,M,Standard,Term10,35700,2022-03-10
2188,35,M,Standard,Term10,57400,2018-03-01
2189,43,M,Standard,Term10,45900,2019-01-24
2190,49,F,Standard,Term20,72000,2021-01-09
2191,39,M,Preferred,Term20,35200,2020-04-17
2192,41,F,Standard,Term10,30500,2023-08-07
2193,36,M,Standard,Term10,92900,2022-09-23
2194,33,F,Standard,Term10,116500,2019-07-10
2195,51,F,Standard,Term10,84800,2020-08-21
2196,58,F,Preferred,Term10,40600,2022-02-03
2197,36,F,Standard,Term10,38400,2020-12-18
2198,60,F,Preferred,Term10,39800,2021-03-28
2199,48,F,Standard,Term20,102200,2022-05-14
2200,31,F,Preferred,Term10,36500,2019-08-14
2201,40,M,Preferred,Term20,101800,2018-02-20
2202,25,F,Preferred,Term10,87700,2020-06-24
2203,26,F,Standard,Term10,125800,2019-12-23
2204,38,M,Standard,Term10,113300,2021-03-02
2205,43,F,Preferred,Term10,82900,2023-08-09
2206,57,M,Standard,Term10,24800,2022-08-24
2207,30,F,Standard,Term20,86300,2022-01-28
2208,59,F,Standard,Term20,64200,2021-01-19
2209,34,F,Standard,Term10,47900,2023-02-01
2210,30,F,Standard,Term10,135600,2023-01-20
2211,53,M,Standard,Term10,54700,2022-07-27
2212,56,M,Standard,Term20,43600,2018-04-23
2213,49,F,Standard,Term10,117500,2019-08-21
2214,29,M,Standard,Term10,47000,2023-04-15
2215,29,F,Preferred,Term20,42300,2018-05-26
2216,40,M,Standard,Term20,30400,2021-02-18
2217,43,F,Preferred,Term20,36600,2021-10-15
2218,65,F,Standard,Term10,38500,2020-02-26
2219,36,F,Standard,Term10,86900,2022-11-01
2220,32,F,Preferred,Term10,32500,2018-03-04
2221,63,M,Preferred,Term20,19600,2019-12-24
2222,31,M,Preferred,Term20,71800,2019-09-02
2223,26,M,Preferred,Term10,40900,2019-10-26
2224,42,F,Preferred,Term20,59300,2020-10-28
2225,41,F,Preferred,Term10,129200,2020-06-08
2226,50,F,Preferred,Term20,62500,2023-03-25
2227,60,M,Preferred,Term10,148100,2020-09-16
2228,63,F,Standard,Term10,57500,2022-08-15
